ISDN,site.name,Hospital,date,p_eivt2ivt,,p_eivt2ivt represents the percentage of eligible tpa patients that received ivt
London,Royal Free London NHS Foundation Trust,Barnet General Hospital,Apr 2019-Mar 2020,100,,
London,Royal Free London NHS Foundation Trust,Barnet General Hospital,Apr 2020-Mar 2021,76.9,,
London,Royal Free London NHS Foundation Trust,Barnet General Hospital,Apr 2021-Mar 2022,69.2,,
London,Royal Free London NHS Foundation Trust,Barnet General Hospital,Apr 2022-Mar 2023,70,,
London,Royal Free London NHS Foundation Trust,Barnet General Hospital,Apr 2023-Mar 2024,90,,
London,Royal Free London NHS Foundation Trust,Royal Free Hospital,Apr 2019-Mar 2020,90,,
London,Royal Free London NHS Foundation Trust,Royal Free Hospital,Apr 2020-Mar 2021,91.3,,
London,Royal Free London NHS Foundation Trust,Royal Free Hospital,Apr 2021-Mar 2022,89.5,,
London,Royal Free London NHS Foundation Trust,Royal Free Hospital,Apr 2022-Mar 2023,92.9,,
London,Royal Free London NHS Foundation Trust,Royal Free Hospital,Apr 2023-Mar 2024,93.3,,
London,St George's University Hospitals NHS Foundation Trust,St George's Hospital SU,Apr 2019-Mar 2020,85.7,,
London,St George's University Hospitals NHS Foundation Trust,St George's Hospital SU,Apr 2020-Mar 2021,91.7,,
London,St George's University Hospitals NHS Foundation Trust,St George's Hospital SU,Apr 2021-Mar 2022,77.3,,
London,St George's University Hospitals NHS Foundation Trust,St George's Hospital SU,Apr 2022-Mar 2023,85.7,,
London,St George's University Hospitals NHS Foundation Trust,St George's Hospital SU,Apr 2023-Mar 2024,90.9,,
London,University College London Hospitals NHS Foundation Trust,University College Hospital SU,Apr 2019-Mar 2020,95.1,,
London,University College London Hospitals NHS Foundation Trust,University College Hospital SU,Apr 2020-Mar 2021,89.5,,
London,University College London Hospitals NHS Foundation Trust,University College Hospital SU,Apr 2021-Mar 2022,92.9,,
London,University College London Hospitals NHS Foundation Trust,University College Hospital SU,Apr 2022-Mar 2023,81.8,,
London,University College London Hospitals NHS Foundation Trust,University College Hospital SU,Apr 2023-Mar 2024,88.9,,
East Midlands,United Lincolnshire Hospitals NHS Trust,Pilgrim Hospital,Apr 2019-Mar 2020,95.2,,
East Midlands,United Lincolnshire Hospitals NHS Trust,Pilgrim Hospital,Apr 2020-Mar 2021,100,,
East Midlands,United Lincolnshire Hospitals NHS Trust,Pilgrim Hospital,Apr 2021-Mar 2022,76.9,,
East Midlands,United Lincolnshire Hospitals NHS Trust,Pilgrim Hospital,Apr 2022-Mar 2023,100,,
East Midlands,United Lincolnshire Hospitals NHS Trust,Pilgrim Hospital,Apr 2023-Mar 2024,100,,
East Midlands,University Hospitals of Derby and Burton NHS Foundation Trust,Queens Hospital Burton upon Trent,Apr 2019-Mar 2020,100,,
East Midlands,University Hospitals of Derby and Burton NHS Foundation Trust,Queens Hospital Burton upon Trent,Apr 2020-Mar 2021,69.2,,
East Midlands,University Hospitals of Derby and Burton NHS Foundation Trust,Queens Hospital Burton upon Trent,Apr 2021-Mar 2022,5.6,,
East Midlands,University Hospitals of Derby and Burton NHS Foundation Trust,Queens Hospital Burton upon Trent,Apr 2022-Mar 2023,35.7,,
East Midlands,University Hospitals of Derby and Burton NHS Foundation Trust,Queens Hospital Burton upon Trent,Apr 2023-Mar 2024,50,,
East of England (North),North West Anglia NHS Foundation Trust,Hinchingbrooke Hospital,Apr 2019-Mar 2020,51.7,,
East of England (North),North West Anglia NHS Foundation Trust,Hinchingbrooke Hospital,Apr 2020-Mar 2021,40.9,,
East of England (North),North West Anglia NHS Foundation Trust,Hinchingbrooke Hospital,Apr 2021-Mar 2022,75,,
East of England (North),North West Anglia NHS Foundation Trust,Hinchingbrooke Hospital,Apr 2022-Mar 2023,66.7,,
East of England (North),North West Anglia NHS Foundation Trust,Hinchingbrooke Hospital,Apr 2023-Mar 2024,93.3,,
East of England (South),Bedfordshire Hospitals NHS Foundation Trust,Bedford Hospital,Apr 2019-Mar 2020,4.2,,
East of England (South),Bedfordshire Hospitals NHS Foundation Trust,Bedford Hospital,Apr 2020-Mar 2021,0,,
East of England (South),Bedfordshire Hospitals NHS Foundation Trust,Bedford Hospital,Apr 2021-Mar 2022,0,,
East of England (South),Bedfordshire Hospitals NHS Foundation Trust,Bedford Hospital,Apr 2022-Mar 2023,26.5,,
East of England (South),Bedfordshire Hospitals NHS Foundation Trust,Bedford Hospital,Apr 2023-Mar 2024,9.5,,
North Midlands,Shrewsbury and Telford Hospital NHS Trust,Royal Shrewsbury Hospital,Apr 2019-Mar 2020,0,,
North Midlands,Shrewsbury and Telford Hospital NHS Trust,Royal Shrewsbury Hospital,Apr 2020-Mar 2021,100,,
North Midlands,Shrewsbury and Telford Hospital NHS Trust,Royal Shrewsbury Hospital,Apr 2021-Mar 2022,66.7,,
North Midlands,Shrewsbury and Telford Hospital NHS Trust,Royal Shrewsbury Hospital,Apr 2022-Mar 2023,100,,
North Midlands,Shrewsbury and Telford Hospital NHS Trust,Royal Shrewsbury Hospital,Apr 2023-Mar 2024,0,,
North Midlands,University Hospitals of North Midlands NHS Trust,County Hospital,Apr 2019-Mar 2020,100,,
North Midlands,University Hospitals of North Midlands NHS Trust,County Hospital,Apr 2020-Mar 2021,.,,
North Midlands,University Hospitals of North Midlands NHS Trust,County Hospital,Apr 2021-Mar 2022,.,,
North Midlands,University Hospitals of North Midlands NHS Trust,County Hospital,Apr 2022-Mar 2023,.,,
North Midlands,University Hospitals of North Midlands NHS Trust,County Hospital,Apr 2023-Mar 2024,.,,
Cheshire and Mersey,Southport and Ormskirk Hospital NHS Trust,Southport and Formby District General,Apr 2019-Mar 2020,100,,
Cheshire and Mersey,Southport and Ormskirk Hospital NHS Trust,Southport and Formby District General,Apr 2020-Mar 2021,100,,
Cheshire and Mersey,Southport and Ormskirk Hospital NHS Trust,Southport and Formby District General,Apr 2021-Mar 2022,97.4,,
Cheshire and Mersey,Southport and Ormskirk Hospital NHS Trust,Southport and Formby District General,Apr 2022-Mar 2023,100,,
Cheshire and Mersey,Mersey and West Lancashire Teaching Hospitals NHS Trust,Southport and Formby District General,Apr 2023-Mar 2024,90.5,,
Cheshire and Mersey,St Helens and Knowsley Teaching Hospitals NHS Trust,Whiston Hospital SU,Apr 2019-Mar 2020,100,,
Cheshire and Mersey,St Helens and Knowsley Teaching Hospitals NHS Trust,Whiston Hospital SU,Apr 2020-Mar 2021,100,,
Cheshire and Mersey,St Helens and Knowsley Teaching Hospitals NHS Trust,Whiston Hospital SU,Apr 2021-Mar 2022,95,,
Cheshire and Mersey,St Helens and Knowsley Teaching Hospitals NHS Trust,Whiston Hospital SU,Apr 2022-Mar 2023,97.1,,
Cheshire and Mersey,Mersey and West Lancashire Teaching Hospitals NHS Trust,Whiston Hospital SU,Apr 2023-Mar 2024,100,,
Cheshire and Mersey,Warrington and Halton Hospitals NHS Foundation Trust,Warrington Hospital,Apr 2019-Mar 2020,86.4,,
Cheshire and Mersey,Warrington and Halton Hospitals NHS Foundation Trust,Warrington Hospital,Apr 2020-Mar 2021,95,,
Cheshire and Mersey,Warrington and Halton Hospitals NHS Foundation Trust,Warrington Hospital,Apr 2021-Mar 2022,66.7,,
Cheshire and Mersey,Warrington and Halton Hospitals NHS Foundation Trust,Warrington Hospital,Apr 2022-Mar 2023,71.4,,
Cheshire and Mersey,Warrington and Halton Hospitals NHS Foundation Trust,Warrington Hospital,Apr 2023-Mar 2024,80,,
Cheshire and Mersey,Wirral University Teaching Hospital NHS Foundation Trust,Wirral Clatterbridge Rehabilitation Centre,Apr 2019-Mar 2020,.,,
Cheshire and Mersey,Wirral University Teaching Hospital NHS Foundation Trust,Wirral Clatterbridge Rehabilitation Centre,Apr 2020-Mar 2021,.,,
Cheshire and Mersey,Wirral University Teaching Hospital NHS Foundation Trust,Wirral Clatterbridge Rehabilitation Centre,Apr 2021-Mar 2022,100,,
Cheshire and Mersey,Wirral University Teaching Hospital NHS Foundation Trust,Wirral Clatterbridge Rehabilitation Centre,Apr 2022-Mar 2023,100,,
Cheshire and Mersey,Wirral University Teaching Hospital NHS Foundation Trust,Wirral Clatterbridge Rehabilitation Centre,Apr 2023-Mar 2024,100,,
Greater Manchester,Bolton NHS Foundation Trust,Royal Bolton Hospital,Apr 2019-Mar 2020,100,,
Greater Manchester,Bolton NHS Foundation Trust,Royal Bolton Hospital,Apr 2020-Mar 2021,90.9,,
Greater Manchester,Bolton NHS Foundation Trust,Royal Bolton Hospital,Apr 2021-Mar 2022,100,,
Greater Manchester,Bolton NHS Foundation Trust,Royal Bolton Hospital,Apr 2022-Mar 2023,63.6,,
Greater Manchester,Bolton NHS Foundation Trust,Royal Bolton Hospital,Apr 2023-Mar 2024,95.2,,
Greater Manchester,Manchester University NHS Foundation Trust,Manchester Royal Infirmary,Apr 2019-Mar 2020,100,,
Greater Manchester,Manchester University NHS Foundation Trust,Manchester Royal Infirmary,Apr 2020-Mar 2021,90,,
Greater Manchester,Manchester University NHS Foundation Trust,Manchester Royal Infirmary,Apr 2021-Mar 2022,68.8,,
Greater Manchester,Manchester University NHS Foundation Trust,Manchester Royal Infirmary,Apr 2022-Mar 2023,44.4,,
Greater Manchester,Manchester University NHS Foundation Trust,Manchester Royal Infirmary,Apr 2023-Mar 2024,100,,
Greater Manchester,Manchester University NHS Foundation Trust,Trafford General Hospital,Apr 2019-Mar 2020,100,,
Greater Manchester,Manchester University NHS Foundation Trust,Trafford General Hospital,Apr 2020-Mar 2021,77.8,,
Greater Manchester,Manchester University NHS Foundation Trust,Trafford General Hospital,Apr 2021-Mar 2022,91.7,,
Greater Manchester,Manchester University NHS Foundation Trust,Trafford General Hospital,Apr 2022-Mar 2023,94.4,,
Greater Manchester,Manchester University NHS Foundation Trust,Trafford General Hospital,Apr 2023-Mar 2024,85.7,,
Greater Manchester,Manchester University NHS Foundation Trust,Wythenshawe Hospital,Apr 2019-Mar 2020,78.6,,
Greater Manchester,Manchester University NHS Foundation Trust,Wythenshawe Hospital,Apr 2020-Mar 2021,0,,
Greater Manchester,Manchester University NHS Foundation Trust,Wythenshawe Hospital,Apr 2021-Mar 2022,100,,
Greater Manchester,Manchester University NHS Foundation Trust,Wythenshawe Hospital,Apr 2022-Mar 2023,0,,
Greater Manchester,Manchester University NHS Foundation Trust,Wythenshawe Hospital,Apr 2023-Mar 2024,.,,
Greater Manchester,Northern Care Alliance NHS Foundation Trust,Salford Royal Rehab Unit,Apr 2019-Mar 2020,.,,
Greater Manchester,Northern Care Alliance NHS Foundation Trust,Salford Royal Rehab Unit,Apr 2020-Mar 2021,.,,
Greater Manchester,Northern Care Alliance NHS Foundation Trust,Salford Royal Rehab Unit,Apr 2021-Mar 2022,.,,
Greater Manchester,Northern Care Alliance NHS Foundation Trust,Salford Royal Rehab Unit,Apr 2022-Mar 2023,.,,
Greater Manchester,Northern Care Alliance NHS Foundation Trust,Salford Royal Rehab Unit,Apr 2023-Mar 2024,100,,
Greater Manchester,Tameside and Glossop Integrated Care NHS Foundation Trust,Tameside General Hospital,Apr 2019-Mar 2020,61.9,,
Greater Manchester,Tameside and Glossop Integrated Care NHS Foundation Trust,Tameside General Hospital,Apr 2020-Mar 2021,80,,
Greater Manchester,Tameside and Glossop Integrated Care NHS Foundation Trust,Tameside General Hospital,Apr 2021-Mar 2022,91.7,,
Greater Manchester,Tameside and Glossop Integrated Care NHS Foundation Trust,Tameside General Hospital,Apr 2022-Mar 2023,94.1,,
Greater Manchester,Tameside and Glossop Integrated Care NHS Foundation Trust,Tameside General Hospital,Apr 2023-Mar 2024,75,,
Greater Manchester,"Wrightington, Wigan and Leigh NHS Foundation Trust",Royal Albert Edward Infirmary,Apr 2019-Mar 2020,62.5,,
Greater Manchester,"Wrightington, Wigan and Leigh NHS Foundation Trust",Royal Albert Edward Infirmary,Apr 2020-Mar 2021,60.9,,
Greater Manchester,"Wrightington, Wigan and Leigh NHS Foundation Trust",Royal Albert Edward Infirmary,Apr 2021-Mar 2022,70.6,,
Greater Manchester,"Wrightington, Wigan and Leigh NHS Foundation Trust",Royal Albert Edward Infirmary,Apr 2022-Mar 2023,53.8,,
Greater Manchester,"Wrightington, Wigan and Leigh NHS Foundation Trust",Royal Albert Edward Infirmary,Apr 2023-Mar 2024,59.1,,
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Diana Princess of Wales Hospital Grimsby,Apr 2019-Mar 2020,69.2,,
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Diana Princess of Wales Hospital Grimsby,Apr 2020-Mar 2021,70,,
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Diana Princess of Wales Hospital Grimsby,Apr 2021-Mar 2022,62.5,,
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Diana Princess of Wales Hospital Grimsby,Apr 2022-Mar 2023,57.1,,
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Diana Princess of Wales Hospital Grimsby,Apr 2023-Mar 2024,44.4,,
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Goole District Hospital,Apr 2019-Mar 2020,100,,
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Goole District Hospital,Apr 2020-Mar 2021,100,,
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Goole District Hospital,Apr 2021-Mar 2022,100,,
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Goole District Hospital,Apr 2022-Mar 2023,100,,
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Goole District Hospital,Apr 2023-Mar 2024,71.4,,
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,"Johnson Ward Stroke Rehab Unit, Bridlington Hospital",Apr 2019-Mar 2020,.,,
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,"Johnson Ward Stroke Rehab Unit, Bridlington Hospital",Apr 2020-Mar 2021,.,,
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,"Johnson Ward Stroke Rehab Unit, Bridlington Hospital",Apr 2021-Mar 2022,50,,
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,"Johnson Ward Stroke Rehab Unit, Bridlington Hospital",Apr 2022-Mar 2023,50,,
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,"Johnson Ward Stroke Rehab Unit, Bridlington Hospital",Apr 2023-Mar 2024,43.8,,
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,White Cross Court Stroke Rehabilitation Unit,Apr 2019-Mar 2020,.,,
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,White Cross Court Stroke Rehabilitation Unit,Apr 2020-Mar 2021,.,,
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,White Cross Court Stroke Rehabilitation Unit,Apr 2021-Mar 2022,70,,
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,White Cross Court Stroke Rehabilitation Unit,Apr 2022-Mar 2023,86.2,,
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,White Cross Court Stroke Rehabilitation Unit,Apr 2023-Mar 2024,81.8,,
North East and North Cumbria,Gateshead Health NHS Foundation Trust,Queen Elizabeth Hospital Gateshead,Apr 2019-Mar 2020,88.6,,
North East and North Cumbria,Gateshead Health NHS Foundation Trust,Queen Elizabeth Hospital Gateshead,Apr 2020-Mar 2021,90.9,,
North East and North Cumbria,Gateshead Health NHS Foundation Trust,Queen Elizabeth Hospital Gateshead,Apr 2021-Mar 2022,70.8,,
North East and North Cumbria,Gateshead Health NHS Foundation Trust,Queen Elizabeth Hospital Gateshead,Apr 2022-Mar 2023,87,,
North East and North Cumbria,Gateshead Health NHS Foundation Trust,Queen Elizabeth Hospital Gateshead,Apr 2023-Mar 2024,69.2,,
North East and North Cumbria,Newcastle upon Tyne Hospitals NHS Foundation Trust,Freeman Hospital,Apr 2019-Mar 2020,.,,
North East and North Cumbria,Newcastle upon Tyne Hospitals NHS Foundation Trust,Freeman Hospital,Apr 2020-Mar 2021,.,,
North East and North Cumbria,Newcastle upon Tyne Hospitals NHS Foundation Trust,Freeman Hospital,Apr 2021-Mar 2022,.,,
North East and North Cumbria,Newcastle upon Tyne Hospitals NHS Foundation Trust,Freeman Hospital,Apr 2022-Mar 2023,.,,
North East and North Cumbria,Newcastle upon Tyne Hospitals NHS Foundation Trust,Freeman Hospital,Apr 2023-Mar 2024,83.3,,
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,West Cumberland Hospital,Apr 2019-Mar 2020,94.1,,
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,West Cumberland Hospital,Apr 2020-Mar 2021,100,,
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,West Cumberland Hospital,Apr 2021-Mar 2022,84.6,,
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,West Cumberland Hospital,Apr 2022-Mar 2023,94.4,,
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,West Cumberland Hospital,Apr 2023-Mar 2024,92.9,,
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,Apr 2019-Mar 2020,92.3,,
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,Apr 2020-Mar 2021,66.7,,
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,Apr 2021-Mar 2022,80,,
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,Apr 2022-Mar 2023,83.3,,
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,Apr 2023-Mar 2024,85.7,,
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,Apr 2019-Mar 2020,85.7,,
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,Apr 2020-Mar 2021,94.7,,
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,Apr 2021-Mar 2022,83.9,,
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,Apr 2022-Mar 2023,92.7,,
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,Apr 2023-Mar 2024,70,,
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,Apr 2019-Mar 2020,92.6,,
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,Apr 2020-Mar 2021,96.2,,
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,Apr 2021-Mar 2022,82.9,,
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,Apr 2022-Mar 2023,92.1,,
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,Apr 2023-Mar 2024,88.2,,
South Yorkshire and Bassetlaw,Barnsley Hospital NHS Foundation Trust,Barnsley Hospital,Apr 2019-Mar 2020,65.2,,
South Yorkshire and Bassetlaw,Barnsley Hospital NHS Foundation Trust,Barnsley Hospital,Apr 2020-Mar 2021,100,,
South Yorkshire and Bassetlaw,Barnsley Hospital NHS Foundation Trust,Barnsley Hospital,Apr 2021-Mar 2022,94.4,,
South Yorkshire and Bassetlaw,Barnsley Hospital NHS Foundation Trust,Barnsley Hospital,Apr 2022-Mar 2023,85.7,,
South Yorkshire and Bassetlaw,Barnsley Hospital NHS Foundation Trust,Barnsley Hospital,Apr 2023-Mar 2024,47.4,,
South Yorkshire and Bassetlaw,Rotherham NHS Foundation Trust,Rotherham Hospital,Apr 2019-Mar 2020,67.6,,
South Yorkshire and Bassetlaw,Rotherham NHS Foundation Trust,Rotherham Hospital,Apr 2020-Mar 2021,64.3,,
South Yorkshire and Bassetlaw,Rotherham NHS Foundation Trust,Rotherham Hospital,Apr 2021-Mar 2022,80,,
South Yorkshire and Bassetlaw,Rotherham NHS Foundation Trust,Rotherham Hospital,Apr 2022-Mar 2023,66.7,,
South Yorkshire and Bassetlaw,Rotherham NHS Foundation Trust,Rotherham Hospital,Apr 2023-Mar 2024,86.4,,
West Yorkshire and Harrogate,Harrogate and District NHS Foundation Trust,Harrogate District Hospital,Apr 2019-Mar 2020,94.1,,
West Yorkshire and Harrogate,Harrogate and District NHS Foundation Trust,Harrogate District Hospital,Apr 2020-Mar 2021,100,,
West Yorkshire and Harrogate,Harrogate and District NHS Foundation Trust,Harrogate District Hospital,Apr 2021-Mar 2022,94.7,,
West Yorkshire and Harrogate,Harrogate and District NHS Foundation Trust,Harrogate District Hospital,Apr 2022-Mar 2023,70,,
West Yorkshire and Harrogate,Harrogate and District NHS Foundation Trust,Harrogate District Hospital,Apr 2023-Mar 2024,71.4,,
Frimley ICS and Surrey Heartlands,Royal Surrey County Hospital NHS Foundation Trust,Royal Surrey County Hospital,Apr 2019-Mar 2020,92.3,,
Frimley ICS and Surrey Heartlands,Royal Surrey County Hospital NHS Foundation Trust,Royal Surrey County Hospital,Apr 2020-Mar 2021,88.9,,
Frimley ICS and Surrey Heartlands,Royal Surrey County Hospital NHS Foundation Trust,Royal Surrey County Hospital,Apr 2021-Mar 2022,100,,
Frimley ICS and Surrey Heartlands,Royal Surrey County Hospital NHS Foundation Trust,Royal Surrey County Hospital,Apr 2022-Mar 2023,100,,
Frimley ICS and Surrey Heartlands,Royal Surrey County Hospital NHS Foundation Trust,Royal Surrey County Hospital,Apr 2023-Mar 2024,93.3,,
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Kent and Canterbury Hospital,Apr 2019-Mar 2020,84.6,,
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Kent and Canterbury Hospital,Apr 2020-Mar 2021,53.1,,
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Kent and Canterbury Hospital,Apr 2021-Mar 2022,35.7,,
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Kent and Canterbury Hospital,Apr 2022-Mar 2023,48,,
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Kent and Canterbury Hospital,Apr 2023-Mar 2024,76.8,,
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Queen Elizabeth the Queen Mother Hospital,Apr 2019-Mar 2020,98,,
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Queen Elizabeth the Queen Mother Hospital,Apr 2020-Mar 2021,0,,
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Queen Elizabeth the Queen Mother Hospital,Apr 2021-Mar 2022,12.5,,
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Queen Elizabeth the Queen Mother Hospital,Apr 2022-Mar 2023,0,,
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Queen Elizabeth the Queen Mother Hospital,Apr 2023-Mar 2024,.,,
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,William Harvey Hospital,Apr 2019-Mar 2020,57,,
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,William Harvey Hospital,Apr 2020-Mar 2021,57.1,,
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,William Harvey Hospital,Apr 2021-Mar 2022,30,,
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,William Harvey Hospital,Apr 2022-Mar 2023,0,,
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,William Harvey Hospital,Apr 2023-Mar 2024,0,,
Wales,Aneurin Bevan University Health Board,Nevill Hall Hospital,Apr 2019-Mar 2020,100,,
Wales,Aneurin Bevan University Health Board,Nevill Hall Hospital,Apr 2020-Mar 2021,85.7,,
Wales,Aneurin Bevan University Health Board,Nevill Hall Hospital,Apr 2021-Mar 2022,85,,
Wales,Aneurin Bevan University Health Board,Nevill Hall Hospital,Apr 2022-Mar 2023,69.2,,
Wales,Aneurin Bevan University Health Board,Nevill Hall Hospital,Apr 2023-Mar 2024,88.9,,
Wales,Aneurin Bevan University Health Board,Royal Gwent Hospital,Apr 2019-Mar 2020,98.6,,
Wales,Aneurin Bevan University Health Board,Royal Gwent Hospital,Apr 2020-Mar 2021,83,,
Wales,Aneurin Bevan University Health Board,Royal Gwent Hospital,Apr 2021-Mar 2022,84.2,,
Wales,Aneurin Bevan University Health Board,Royal Gwent Hospital,Apr 2022-Mar 2023,82.4,,
Wales,Aneurin Bevan University Health Board,Royal Gwent Hospital,Apr 2023-Mar 2024,78.6,,
Wales,Aneurin Bevan University Health Board,Ysbyty Ystrad Fawr,Apr 2019-Mar 2020,89.5,,
Wales,Aneurin Bevan University Health Board,Ysbyty Ystrad Fawr,Apr 2020-Mar 2021,50,,
Wales,Aneurin Bevan University Health Board,Ysbyty Ystrad Fawr,Apr 2021-Mar 2022,70,,
Wales,Aneurin Bevan University Health Board,Ysbyty Ystrad Fawr,Apr 2022-Mar 2023,50,,
Wales,Aneurin Bevan University Health Board,Ysbyty Ystrad Fawr,Apr 2023-Mar 2024,78.3,,
Wales,Cardiff and Vale University Health Board,Llandough Hospital,Apr 2019-Mar 2020,96,,
Wales,Cardiff and Vale University Health Board,Llandough Hospital,Apr 2020-Mar 2021,80.8,,
Wales,Cardiff and Vale University Health Board,Llandough Hospital,Apr 2021-Mar 2022,69,,
Wales,Cardiff and Vale University Health Board,Llandough Hospital,Apr 2022-Mar 2023,100,,
Wales,Cardiff and Vale University Health Board,Llandough Hospital,Apr 2023-Mar 2024,96.3,,
Frimley ICS and Surrey Heartlands,Queen Elizabeth’s Foundation for Disabled People,QEF Neuro Rehabilitation Services,Apr 2019-Mar 2020,.,,
Frimley ICS and Surrey Heartlands,Queen Elizabeth’s Foundation for Disabled People,QEF Neuro Rehabilitation Services,Apr 2020-Mar 2021,.,,
Frimley ICS and Surrey Heartlands,Queen Elizabeth’s Foundation for Disabled People,QEF Neuro Rehabilitation Services,Apr 2021-Mar 2022,.,,
Frimley ICS and Surrey Heartlands,Queen Elizabeth’s Foundation for Disabled People,QEF Neuro Rehabilitation Services,Apr 2022-Mar 2023,.,,
Frimley ICS and Surrey Heartlands,Queen Elizabeth’s Foundation for Disabled People,QEF Neuro Rehabilitation Services,Apr 2023-Mar 2024,.,,
London,"Barking, Havering and Redbridge University Hospitals NHS Trust",Goodmayes Hospital BHRUT Stroke Inpatient Rehab Team (Daisy Ward),Apr 2019-Mar 2020,.,,
London,"Barking, Havering and Redbridge University Hospitals NHS Trust",Goodmayes Hospital BHRUT Stroke Inpatient Rehab Team (Daisy Ward),Apr 2020-Mar 2021,.,,
London,"Barking, Havering and Redbridge University Hospitals NHS Trust",Goodmayes Hospital BHRUT Stroke Inpatient Rehab Team (Daisy Ward),Apr 2021-Mar 2022,.,,
London,"Barking, Havering and Redbridge University Hospitals NHS Trust",Goodmayes Hospital BHRUT Stroke Inpatient Rehab Team (Daisy Ward),Apr 2022-Mar 2023,.,,
London,"Barking, Havering and Redbridge University Hospitals NHS Trust",Goodmayes Hospital BHRUT Stroke Inpatient Rehab Team (Daisy Ward),Apr 2023-Mar 2024,.,,
London,"Barnet, Enfield and Haringey Mental Health NHS Trust",Chase Farm Hospital Inpatient Rehab Team,Apr 2019-Mar 2020,.,,
London,"Barnet, Enfield and Haringey Mental Health NHS Trust",Chase Farm Hospital Inpatient Rehab Team,Apr 2020-Mar 2021,.,,
London,"Barnet, Enfield and Haringey Mental Health NHS Trust",Magnolia Unit Neuro Rehab Team,Apr 2021-Mar 2022,.,,
London,"Barnet, Enfield and Haringey Mental Health NHS Trust",Magnolia Unit Neuro Rehab Team,Apr 2022-Mar 2023,.,,
