ISDN,site.name,Hospital,date,n.stroke
Cheshire and Mersey,Southport and Ormskirk Hospital NHS Trust,Southport and Formby District General,Apr 2019-Mar 2020,408
Cheshire and Mersey,Southport and Ormskirk Hospital NHS Trust,Southport and Formby District General,Apr 2020-Mar 2021,253
Cheshire and Mersey,Southport and Ormskirk Hospital NHS Trust,Southport and Formby District General,Apr 2021-Mar 2022,354
Cheshire and Mersey,Southport and Ormskirk Hospital NHS Trust,Southport and Formby District General,Apr 2022-Mar 2023,360
Cheshire and Mersey,Mersey and West Lancashire Teaching Hospitals NHS Trust,Southport and Formby District General,Apr 2023-Mar 2024,257
Cheshire and Mersey,St Helens and Knowsley Teaching Hospitals NHS Trust,Whiston Hospital SU,Apr 2019-Mar 2020,364
Cheshire and Mersey,St Helens and Knowsley Teaching Hospitals NHS Trust,Whiston Hospital SU,Apr 2020-Mar 2021,326
Cheshire and Mersey,St Helens and Knowsley Teaching Hospitals NHS Trust,Whiston Hospital SU,Apr 2021-Mar 2022,317
Cheshire and Mersey,St Helens and Knowsley Teaching Hospitals NHS Trust,Whiston Hospital SU,Apr 2022-Mar 2023,353
Cheshire and Mersey,Mersey and West Lancashire Teaching Hospitals NHS Trust,Whiston Hospital SU,Apr 2023-Mar 2024,318
Cheshire and Mersey,Warrington and Halton Hospitals NHS Foundation Trust,Warrington Hospital,Apr 2019-Mar 2020,218
Cheshire and Mersey,Warrington and Halton Hospitals NHS Foundation Trust,Warrington Hospital,Apr 2020-Mar 2021,200
Cheshire and Mersey,Warrington and Halton Hospitals NHS Foundation Trust,Warrington Hospital,Apr 2021-Mar 2022,173
Cheshire and Mersey,Warrington and Halton Hospitals NHS Foundation Trust,Warrington Hospital,Apr 2022-Mar 2023,180
Cheshire and Mersey,Warrington and Halton Hospitals NHS Foundation Trust,Warrington Hospital,Apr 2023-Mar 2024,219
Cheshire and Mersey,Wirral University Teaching Hospital NHS Foundation Trust,Wirral Clatterbridge Rehabilitation Centre,Apr 2019-Mar 2020,.
Cheshire and Mersey,Wirral University Teaching Hospital NHS Foundation Trust,Wirral Clatterbridge Rehabilitation Centre,Apr 2020-Mar 2021,Too few to report
Cheshire and Mersey,Wirral University Teaching Hospital NHS Foundation Trust,Wirral Clatterbridge Rehabilitation Centre,Apr 2021-Mar 2022,133
Cheshire and Mersey,Wirral University Teaching Hospital NHS Foundation Trust,Wirral Clatterbridge Rehabilitation Centre,Apr 2022-Mar 2023,115
Cheshire and Mersey,Wirral University Teaching Hospital NHS Foundation Trust,Wirral Clatterbridge Rehabilitation Centre,Apr 2023-Mar 2024,125
Greater Manchester,Bolton NHS Foundation Trust,Royal Bolton Hospital,Apr 2019-Mar 2020,270
Greater Manchester,Bolton NHS Foundation Trust,Royal Bolton Hospital,Apr 2020-Mar 2021,268
Greater Manchester,Bolton NHS Foundation Trust,Royal Bolton Hospital,Apr 2021-Mar 2022,242
Greater Manchester,Bolton NHS Foundation Trust,Royal Bolton Hospital,Apr 2022-Mar 2023,273
Greater Manchester,Bolton NHS Foundation Trust,Royal Bolton Hospital,Apr 2023-Mar 2024,270
Greater Manchester,Manchester University NHS Foundation Trust,Manchester Royal Infirmary,Apr 2019-Mar 2020,219
Greater Manchester,Manchester University NHS Foundation Trust,Manchester Royal Infirmary,Apr 2020-Mar 2021,233
Greater Manchester,Manchester University NHS Foundation Trust,Manchester Royal Infirmary,Apr 2021-Mar 2022,264
Greater Manchester,Manchester University NHS Foundation Trust,Manchester Royal Infirmary,Apr 2022-Mar 2023,193
Greater Manchester,Manchester University NHS Foundation Trust,Manchester Royal Infirmary,Apr 2023-Mar 2024,237
Greater Manchester,Manchester University NHS Foundation Trust,Trafford General Hospital,Apr 2019-Mar 2020,129
Greater Manchester,Manchester University NHS Foundation Trust,Trafford General Hospital,Apr 2020-Mar 2021,278
Greater Manchester,Manchester University NHS Foundation Trust,Trafford General Hospital,Apr 2021-Mar 2022,245
Greater Manchester,Manchester University NHS Foundation Trust,Trafford General Hospital,Apr 2022-Mar 2023,211
Greater Manchester,Manchester University NHS Foundation Trust,Trafford General Hospital,Apr 2023-Mar 2024,239
Greater Manchester,Manchester University NHS Foundation Trust,Wythenshawe Hospital,Apr 2019-Mar 2020,249
Greater Manchester,Manchester University NHS Foundation Trust,Wythenshawe Hospital,Apr 2020-Mar 2021,85
Greater Manchester,Manchester University NHS Foundation Trust,Wythenshawe Hospital,Apr 2021-Mar 2022,133
Greater Manchester,Manchester University NHS Foundation Trust,Wythenshawe Hospital,Apr 2022-Mar 2023,104
Greater Manchester,Manchester University NHS Foundation Trust,Wythenshawe Hospital,Apr 2023-Mar 2024,146
Greater Manchester,Northern Care Alliance NHS Foundation Trust,Salford Royal Rehab Unit,Apr 2019-Mar 2020,.
Greater Manchester,Northern Care Alliance NHS Foundation Trust,Salford Royal Rehab Unit,Apr 2020-Mar 2021,.
Greater Manchester,Northern Care Alliance NHS Foundation Trust,Salford Royal Rehab Unit,Apr 2021-Mar 2022,.
Greater Manchester,Northern Care Alliance NHS Foundation Trust,Salford Royal Rehab Unit,Apr 2022-Mar 2023,.
Greater Manchester,Northern Care Alliance NHS Foundation Trust,Salford Royal Rehab Unit,Apr 2023-Mar 2024,41
Greater Manchester,Tameside and Glossop Integrated Care NHS Foundation Trust,Tameside General Hospital,Apr 2019-Mar 2020,260
Greater Manchester,Tameside and Glossop Integrated Care NHS Foundation Trust,Tameside General Hospital,Apr 2020-Mar 2021,238
Greater Manchester,Tameside and Glossop Integrated Care NHS Foundation Trust,Tameside General Hospital,Apr 2021-Mar 2022,210
Greater Manchester,Tameside and Glossop Integrated Care NHS Foundation Trust,Tameside General Hospital,Apr 2022-Mar 2023,216
Greater Manchester,Tameside and Glossop Integrated Care NHS Foundation Trust,Tameside General Hospital,Apr 2023-Mar 2024,253
Greater Manchester,"Wrightington, Wigan and Leigh NHS Foundation Trust",Royal Albert Edward Infirmary,Apr 2019-Mar 2020,359
Greater Manchester,"Wrightington, Wigan and Leigh NHS Foundation Trust",Royal Albert Edward Infirmary,Apr 2020-Mar 2021,285
Greater Manchester,"Wrightington, Wigan and Leigh NHS Foundation Trust",Royal Albert Edward Infirmary,Apr 2021-Mar 2022,371
Greater Manchester,"Wrightington, Wigan and Leigh NHS Foundation Trust",Royal Albert Edward Infirmary,Apr 2022-Mar 2023,355
Greater Manchester,"Wrightington, Wigan and Leigh NHS Foundation Trust",Royal Albert Edward Infirmary,Apr 2023-Mar 2024,334
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Diana Princess of Wales Hospital Grimsby,Apr 2019-Mar 2020,132
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Diana Princess of Wales Hospital Grimsby,Apr 2020-Mar 2021,103
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Diana Princess of Wales Hospital Grimsby,Apr 2021-Mar 2022,108
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Diana Princess of Wales Hospital Grimsby,Apr 2022-Mar 2023,104
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Diana Princess of Wales Hospital Grimsby,Apr 2023-Mar 2024,149
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Goole District Hospital,Apr 2019-Mar 2020,21
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Goole District Hospital,Apr 2020-Mar 2021,11
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Goole District Hospital,Apr 2021-Mar 2022,26
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Goole District Hospital,Apr 2022-Mar 2023,31
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Goole District Hospital,Apr 2023-Mar 2024,40
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,"Johnson Ward Stroke Rehab Unit, Bridlington Hospital",Apr 2019-Mar 2020,.
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,"Johnson Ward Stroke Rehab Unit, Bridlington Hospital",Apr 2020-Mar 2021,.
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,"Johnson Ward Stroke Rehab Unit, Bridlington Hospital",Apr 2021-Mar 2022,45
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,"Johnson Ward Stroke Rehab Unit, Bridlington Hospital",Apr 2022-Mar 2023,104
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,"Johnson Ward Stroke Rehab Unit, Bridlington Hospital",Apr 2023-Mar 2024,126
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,White Cross Court Stroke Rehabilitation Unit,Apr 2019-Mar 2020,.
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,White Cross Court Stroke Rehabilitation Unit,Apr 2020-Mar 2021,.
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,White Cross Court Stroke Rehabilitation Unit,Apr 2021-Mar 2022,62
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,White Cross Court Stroke Rehabilitation Unit,Apr 2022-Mar 2023,169
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,White Cross Court Stroke Rehabilitation Unit,Apr 2023-Mar 2024,226
North East and North Cumbria,Gateshead Health NHS Foundation Trust,Queen Elizabeth Hospital Gateshead,Apr 2019-Mar 2020,261
North East and North Cumbria,Gateshead Health NHS Foundation Trust,Queen Elizabeth Hospital Gateshead,Apr 2020-Mar 2021,247
North East and North Cumbria,Gateshead Health NHS Foundation Trust,Queen Elizabeth Hospital Gateshead,Apr 2021-Mar 2022,286
North East and North Cumbria,Gateshead Health NHS Foundation Trust,Queen Elizabeth Hospital Gateshead,Apr 2022-Mar 2023,272
North East and North Cumbria,Gateshead Health NHS Foundation Trust,Queen Elizabeth Hospital Gateshead,Apr 2023-Mar 2024,283
North East and North Cumbria,Newcastle upon Tyne Hospitals NHS Foundation Trust,Freeman Hospital,Apr 2019-Mar 2020,.
North East and North Cumbria,Newcastle upon Tyne Hospitals NHS Foundation Trust,Freeman Hospital,Apr 2020-Mar 2021,.
North East and North Cumbria,Newcastle upon Tyne Hospitals NHS Foundation Trust,Freeman Hospital,Apr 2021-Mar 2022,.
North East and North Cumbria,Newcastle upon Tyne Hospitals NHS Foundation Trust,Freeman Hospital,Apr 2022-Mar 2023,Too few to report
North East and North Cumbria,Newcastle upon Tyne Hospitals NHS Foundation Trust,Freeman Hospital,Apr 2023-Mar 2024,154
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,West Cumberland Hospital,Apr 2019-Mar 2020,210
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,West Cumberland Hospital,Apr 2020-Mar 2021,156
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,West Cumberland Hospital,Apr 2021-Mar 2022,184
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,West Cumberland Hospital,Apr 2022-Mar 2023,211
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,West Cumberland Hospital,Apr 2023-Mar 2024,116
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,Apr 2019-Mar 2020,98
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,Apr 2020-Mar 2021,102
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,Apr 2021-Mar 2022,103
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,Apr 2022-Mar 2023,98
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,Apr 2023-Mar 2024,92
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,Apr 2019-Mar 2020,232
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,Apr 2020-Mar 2021,197
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,Apr 2021-Mar 2022,190
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,Apr 2022-Mar 2023,225
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,Apr 2023-Mar 2024,193
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,Apr 2019-Mar 2020,242
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,Apr 2020-Mar 2021,232
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,Apr 2021-Mar 2022,261
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,Apr 2022-Mar 2023,248
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,Apr 2023-Mar 2024,281
South Yorkshire and Bassetlaw,Barnsley Hospital NHS Foundation Trust,Barnsley Hospital,Apr 2019-Mar 2020,445
South Yorkshire and Bassetlaw,Barnsley Hospital NHS Foundation Trust,Barnsley Hospital,Apr 2020-Mar 2021,351
South Yorkshire and Bassetlaw,Barnsley Hospital NHS Foundation Trust,Barnsley Hospital,Apr 2021-Mar 2022,373
South Yorkshire and Bassetlaw,Barnsley Hospital NHS Foundation Trust,Barnsley Hospital,Apr 2022-Mar 2023,324
South Yorkshire and Bassetlaw,Barnsley Hospital NHS Foundation Trust,Barnsley Hospital,Apr 2023-Mar 2024,262
South Yorkshire and Bassetlaw,Rotherham NHS Foundation Trust,Rotherham Hospital,Apr 2019-Mar 2020,327
South Yorkshire and Bassetlaw,Rotherham NHS Foundation Trust,Rotherham Hospital,Apr 2020-Mar 2021,296
South Yorkshire and Bassetlaw,Rotherham NHS Foundation Trust,Rotherham Hospital,Apr 2021-Mar 2022,254
South Yorkshire and Bassetlaw,Rotherham NHS Foundation Trust,Rotherham Hospital,Apr 2022-Mar 2023,269
South Yorkshire and Bassetlaw,Rotherham NHS Foundation Trust,Rotherham Hospital,Apr 2023-Mar 2024,305
West Yorkshire and Harrogate,Harrogate and District NHS Foundation Trust,Harrogate District Hospital,Apr 2019-Mar 2020,283
West Yorkshire and Harrogate,Harrogate and District NHS Foundation Trust,Harrogate District Hospital,Apr 2020-Mar 2021,238
West Yorkshire and Harrogate,Harrogate and District NHS Foundation Trust,Harrogate District Hospital,Apr 2021-Mar 2022,196
West Yorkshire and Harrogate,Harrogate and District NHS Foundation Trust,Harrogate District Hospital,Apr 2022-Mar 2023,225
West Yorkshire and Harrogate,Harrogate and District NHS Foundation Trust,Harrogate District Hospital,Apr 2023-Mar 2024,245
Frimley ICS and Surrey Heartlands,Royal Surrey County Hospital NHS Foundation Trust,Royal Surrey County Hospital,Apr 2019-Mar 2020,135
Frimley ICS and Surrey Heartlands,Royal Surrey County Hospital NHS Foundation Trust,Royal Surrey County Hospital,Apr 2020-Mar 2021,167
Frimley ICS and Surrey Heartlands,Royal Surrey County Hospital NHS Foundation Trust,Royal Surrey County Hospital,Apr 2021-Mar 2022,171
Frimley ICS and Surrey Heartlands,Royal Surrey County Hospital NHS Foundation Trust,Royal Surrey County Hospital,Apr 2022-Mar 2023,145
Frimley ICS and Surrey Heartlands,Royal Surrey County Hospital NHS Foundation Trust,Royal Surrey County Hospital,Apr 2023-Mar 2024,187
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Kent and Canterbury Hospital,Apr 2019-Mar 2020,92
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Kent and Canterbury Hospital,Apr 2020-Mar 2021,334
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Kent and Canterbury Hospital,Apr 2021-Mar 2022,322
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Kent and Canterbury Hospital,Apr 2022-Mar 2023,311
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Kent and Canterbury Hospital,Apr 2023-Mar 2024,421
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Queen Elizabeth the Queen Mother Hospital,Apr 2019-Mar 2020,418
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Queen Elizabeth the Queen Mother Hospital,Apr 2020-Mar 2021,113
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Queen Elizabeth the Queen Mother Hospital,Apr 2021-Mar 2022,125
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Queen Elizabeth the Queen Mother Hospital,Apr 2022-Mar 2023,74
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Queen Elizabeth the Queen Mother Hospital,Apr 2023-Mar 2024,55
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,William Harvey Hospital,Apr 2019-Mar 2020,568
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,William Harvey Hospital,Apr 2020-Mar 2021,160
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,William Harvey Hospital,Apr 2021-Mar 2022,146
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,William Harvey Hospital,Apr 2022-Mar 2023,72
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,William Harvey Hospital,Apr 2023-Mar 2024,59
Wales,Aneurin Bevan University Health Board,Nevill Hall Hospital,Apr 2019-Mar 2020,157
Wales,Aneurin Bevan University Health Board,Nevill Hall Hospital,Apr 2020-Mar 2021,113
Wales,Aneurin Bevan University Health Board,Nevill Hall Hospital,Apr 2021-Mar 2022,169
Wales,Aneurin Bevan University Health Board,Nevill Hall Hospital,Apr 2022-Mar 2023,171
Wales,Aneurin Bevan University Health Board,Nevill Hall Hospital,Apr 2023-Mar 2024,116
Wales,Aneurin Bevan University Health Board,Royal Gwent Hospital,Apr 2019-Mar 2020,839
Wales,Aneurin Bevan University Health Board,Royal Gwent Hospital,Apr 2020-Mar 2021,571
Wales,Aneurin Bevan University Health Board,Royal Gwent Hospital,Apr 2021-Mar 2022,123
Wales,Aneurin Bevan University Health Board,Royal Gwent Hospital,Apr 2022-Mar 2023,121
Wales,Aneurin Bevan University Health Board,Royal Gwent Hospital,Apr 2023-Mar 2024,77
Wales,Aneurin Bevan University Health Board,Ysbyty Ystrad Fawr,Apr 2019-Mar 2020,108
Wales,Aneurin Bevan University Health Board,Ysbyty Ystrad Fawr,Apr 2020-Mar 2021,53
Wales,Aneurin Bevan University Health Board,Ysbyty Ystrad Fawr,Apr 2021-Mar 2022,77
Wales,Aneurin Bevan University Health Board,Ysbyty Ystrad Fawr,Apr 2022-Mar 2023,76
Wales,Aneurin Bevan University Health Board,Ysbyty Ystrad Fawr,Apr 2023-Mar 2024,194
Wales,Cardiff and Vale University Health Board,Llandough Hospital,Apr 2019-Mar 2020,256
Wales,Cardiff and Vale University Health Board,Llandough Hospital,Apr 2020-Mar 2021,260
Wales,Cardiff and Vale University Health Board,Llandough Hospital,Apr 2021-Mar 2022,279
Wales,Cardiff and Vale University Health Board,Llandough Hospital,Apr 2022-Mar 2023,200
Wales,Cardiff and Vale University Health Board,Llandough Hospital,Apr 2023-Mar 2024,227
